Trade,Drawdown
3287,-138515.0
3288,-139694.75
3289,-123327.75
3290,-103905.75
3291,-112875.75
3292,-81672.5
3293,-80882.75
3294,-54135.25
3295,-50267.75
3296,-58912.75
3297,-56400.5
3298,-56173.0
3299,-66150.5
3300,-72770.75
3301,-70222.75
3302,-65370.5
3303,-68770.0
3304,-51584.0
3305,-44050.5
3306,-46299.5
3307,-53764.75
3308,-61519.25
3309,-70554.25
3310,-61925.5
3311,-71155.5
3312,-70398.25
3313,-78705.25
3314,-70050.5
3315,-56933.5
3316,-52432.25
3317,-48516.0
3318,-40280.5
3319,-48350.25
3320,-38655.5
3321,-42994.25
3322,-52780.0
3323,-30273.75
3324,-20663.5
3325,-29571.75
3326,-33572.5
3327,-30631.25
3328,-30052.75
3329,-40335.75
3330,-7345.0
3331,0.0
3332,0.0
3333,0.0
3334,-6561.75
3335,-15671.5
3336,-19584.5
3337,-19883.5
3338,-7897.5
3339,-8134.75
3340,-16864.25
3341,-1137.5
3342,-8794.5
3343,-14885.0
3344,-19997.25
3345,-12974.0
3346,-15843.75
3347,-20861.75
3348,-22717.5
3349,-23227.75
3350,-7127.25
3351,0.0
3352,0.0
3353,-11014.25
3354,-4962.75
3355,-6051.5
3356,-7384.0
3357,-8739.25
3358,-14131.0
3359,-22080.5
3360,-29227.25
3361,-28437.5
3362,-28782.0
3363,-31775.25
3364,-20543.25
3365,-23858.25
3366,-32971.25
3367,-7338.5
3368,-9116.25
3369,-17286.75
3370,-22080.5
3371,-31941.0
3372,-20572.5
3373,-27023.75
3374,-25382.5
3375,-30264.0
3376,-27527.5
3377,-33517.25
3378,-19916.0
3379,-23166.0
3380,-27361.75
3381,-29965.0
3382,-39737.75
3383,-49747.75
3384,-54658.5
3385,-51938.25
3386,-56605.25
3387,-70229.25
3388,-67037.75
3389,-61252.75
3390,-66137.5
3391,-72224.75
3392,-78494.0
3393,-82761.25
3394,-64093.25
3395,-57567.25
3396,-62331.75
3397,-69117.75
3398,-80902.25
3399,-79865.5
3400,-83755.75
3401,-71659.25
3402,-77834.25
3403,-86755.5
3404,-83827.25
3405,-78906.75
3406,-90015.25
3407,-83466.5
3408,-78861.25
3409,-83967.0
3410,-85540.0
3411,-92365.0
3412,-62520.25
3413,-65406.25
3414,-75445.5
3415,-76092.25
3416,-61997.0
3417,-67804.75
3418,-76521.25
3419,-81042.0
3420,-86209.5
3421,-91900.25
3422,-98081.75
3423,-102501.75
3424,-97542.25
3425,-108316.0
3426,-105469.0
3427,-109206.5
3428,-111530.25
3429,-115989.25
3430,-99277.75
3431,-110168.5
3432,-114439.0
3433,-125261.5
3434,-134891.25
3435,-124338.5
3436,-133233.75
3437,-141241.75
3438,-150468.5
3439,-146490.5
3440,-153666.5
3441,-157430.0
3442,-151862.75
3443,-153049.0
3444,-151680.75
3445,-152174.75
3446,-156724.75
3447,-143643.5
3448,-148804.5
3449,-113438.0
3450,-125570.25
3451,-112313.5
3452,-102446.5
3453,-103938.25
3454,-110441.5
3455,-120321.5
3456,-125554.0
3457,-135385.25
3458,-124072.0
3459,-125817.25
3460,-47820.5
3461,-17442.75
3462,-35522.5
3463,-31625.75
3464,-61152.0
3465,-60797.75
3466,-67028.0
3467,-68493.75
3468,-73823.75
3469,-30075.5
3470,-35324.25
3471,-38044.5
3472,-48535.5
3473,-57895.5
3474,-65698.75
3475,-66836.25
3476,-70323.5
3477,-77964.25
3478,-66153.75
3479,-67765.75
3480,-76209.25
3481,-66972.75
3482,-77736.75
3483,-85709.0
3484,-90229.75
3485,-96346.25
3486,-104045.5
3487,-102947.0
3488,-100808.5
3489,-100158.5
3490,-101634.0
3491,-106291.25
3492,-119671.5
3493,-105300.0
3494,-99937.5
3495,-103785.5
3496,-106177.5
3497,-111462.0
3498,-120734.25
3499,-107048.5
3500,-95494.75
3501,-94857.75
3502,-81523.0
3503,-62159.5
3504,-64730.25
3505,-70554.25
3506,-72094.75
3507,-78445.25
3508,-81532.75
3509,-83512.0
3510,-80424.5
3511,-85146.75
3512,-82985.5
3513,-75390.25
3514,-79540.5
3515,-60388.25
3516,-64057.5
3517,-62855.0
3518,-64470.25
3519,-70031.0
3520,-46631.0
3521,-50888.5
3522,-54629.25
3523,-44174.0
3524,-44226.0
3525,-48496.5
3526,-47498.75
3527,-49874.5
3528,-55081.0
3529,-50511.5
3530,-56462.25
3531,-60069.75
3532,-77512.5
3533,-80973.75
3534,-79719.25
3535,-70297.5
3536,-79088.75
3537,-69446.0
3538,-66049.75
3539,-68029.0
3540,-64691.25
3541,-62861.5
3542,-59543.25
3543,-55835.0
3544,-30784.0
3545,-26932.75
3546,-30605.25
3547,-35353.5
3548,-39373.75
3549,-41047.5
3550,-29393.0
3551,-34541.0
3552,-41028.0
3553,-39022.75
3554,-43998.5
3555,-41180.75
3556,-21700.25
3557,-30247.75
3558,-29159.0
3559,-32259.5
3560,-39256.75
3561,-36084.75
3562,-23702.25
3563,-24534.25
3564,-26747.5
3565,-33143.5
3566,-26526.5
3567,-23393.5
3568,-18076.5
3569,-8453.25
3570,-12070.5
3571,-18229.25
3572,-21368.75
3573,-1784.25
3574,-4832.75
3575,-4166.5
3576,-8164.0
3577,-3747.25
3578,0.0
3579,0.0
3580,0.0
3581,-6337.5
3582,-3675.75
3583,0.0
3584,0.0
3585,0.0
3586,-3682.25
3587,-13312.0
3588,-14748.5
3589,-9662.25
3590,-14800.5
3591,-8245.25
3592,-10923.25
3593,-5320.25
3594,-7263.75
3595,0.0
3596,-2317.25
3597,-7562.75
3598,-7832.5
3599,-13448.5
3600,-8749.0
3601,-14855.75
3602,-16718.0
3603,-19695.0
3604,0.0
3605,-3679.0
3606,-5664.75
3607,-11167.0
3608,-16068.0
3609,-11254.75
3610,-18645.25
3611,-4176.25
3612,-11189.75
3613,-16126.5
3614,-13763.75
3615,-17771.0
3616,-23140.0
3617,-16978.0
3618,-19422.0
3619,-23107.5
3620,-22064.25
3621,-14251.25
3622,-21615.75
3623,-3006.25
3624,-16289.0
3625,-21856.25
3626,-33985.25
3627,-32828.25
3628,-22418.5
3629,-18255.25
3630,-24973.0
3631,-32877.0
3632,-34294.0
3633,-40501.5
3634,-48867.0
3635,-44973.5
3636,-40111.5
3637,-47658.0
3638,-43826.25
3639,-48301.5
3640,-45916.0
3641,-53972.75
3642,-57564.0
3643,-62702.25
3644,-58951.75
3645,-58454.5
3646,-64025.0
3647,-61077.25
3648,-57229.25
3649,-35818.25
3650,-39390.0
3651,-39126.75
3652,-36338.25
3653,-32366.75
3654,-34024.25
3655,-37251.5
3656,-40751.75
3657,-27092.0
3658,-25164.75
3659,-28359.5
3660,-29666.0
3661,-33527.0
3662,-29773.25
3663,-33933.25
3664,-35386.0
3665,-18941.0
3666,-20205.25
3667,-22181.25
3668,-6864.0
3669,-4225.0
3670,-5885.75
3671,-260.0
3672,0.0
3673,-1677.0
3674,-7377.5
3675,-12135.5
3676,-11843.0
3677,-3880.5
3678,-7962.5
3679,-12694.5
3680,-11306.75
3681,-18346.25
3682,-19698.25
3683,-19958.25
3684,-26110.5
3685,-13149.5
3686,-18278.0
3687,-21128.25
3688,-15593.5
3689,-20208.5
3690,-17953.0
3691,-22652.5
3692,-26422.5
3693,-15466.75
3694,-19766.5
3695,-14355.25
3696,-20553.0
3697,-26055.25
3698,-16003.0
3699,-20156.5
3700,0.0
3701,0.0
3702,0.0
3703,-2775.5
3704,-6626.75
3705,-5222.75
3706,0.0
3707,-5242.25
3708,0.0
3709,-994.5
3710,-13809.25
3711,-20068.75
3712,-25057.5
3713,-31898.75
3714,-28934.75
3715,-23039.25
3716,-27517.75
3717,-32815.25
3718,-39546.0
3719,-44092.75
3720,-48662.25
3721,-51281.75
3722,-23923.25
3723,0.0
3724,-4946.5
3725,-8417.5
3726,0.0
3727,-4927.0
3728,-12717.25
3729,0.0
3730,-3454.75
3731,-11888.5
3732,0.0
3733,0.0
3734,-7471.75
3735,-9012.25
3736,-14592.5
3737,-13549.25
3738,0.0
3739,0.0
3740,-5713.5
3741,-10868.0
3742,-3698.5
3743,0.0
3744,0.0
3745,-5310.5
3746,0.0
3747,-23491.0
3748,-30608.5
3749,-28180.75
3750,-37316.5
3751,-42393.0
3752,-2525.25
3753,0.0
3754,0.0
3755,-8482.5
3756,0.0
3757,0.0
3758,-9659.0
3759,-25483.25
3760,-24963.25
3761,-31196.75
3762,0.0
3763,-7549.75
3764,-27046.5
3765,0.0
3766,0.0
3767,-13770.25
3768,0.0
3769,0.0
3770,-13757.25
3771,0.0
3772,-4894.5
3773,-5521.75
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,-9906.0
3779,-14088.75
3780,-19165.25
3781,-18489.25
3782,-5099.25
3783,-11479.0
3784,0.0
3785,0.0
3786,-2132.0
3787,0.0
3788,0.0
3789,0.0
3790,0.0
3791,0.0
3792,-4348.5
3793,0.0
3794,0.0
3795,-20341.75
3796,-24310.0
3797,-30153.5
3798,-4719.0
3799,-9938.5
3800,-18502.25
3801,-7042.75
3802,0.0
3803,0.0
3804,0.0
3805,0.0
3806,-5788.25
3807,-6669.0
3808,-21508.5
3809,-18742.75
3810,-16295.5
3811,-21193.25
3812,-25493.0
3813,-33787.0
3814,-7166.25
3815,-6165.25
3816,0.0
3817,0.0
3818,-8755.5
3819,-14735.5
3820,-6350.5
3821,-1020.5
3822,0.0
3823,-2063.75
3824,-16659.5
3825,-4498.0
