Type,Entry Time,Exit Time,Entry Price,Exit Price,Points,PnL INR,Cumulative PnL INR
SHORT,2021-02-26 09:15:00+05:30,2021-03-01 09:15:00+05:30,14841.5,14702.4,139.1,9041.5,1031761.25
LONG,2021-03-01 09:15:00+05:30,2021-03-01 11:40:00+05:30,14702.4,14694.2,-8.2,-533.0,1031228.25
SHORT,2021-03-01 11:40:00+05:30,2021-03-01 13:30:00+05:30,14694.2,14751.95,-57.75,-3753.75,1027474.5
LONG,2021-03-01 13:30:00+05:30,2021-03-02 11:10:00+05:30,14751.95,14809.95,58.0,3770.0,1031244.5
SHORT,2021-03-02 11:10:00+05:30,2021-03-02 15:05:00+05:30,14809.95,14887.55,-77.6,-5044.0,1026200.5
LONG,2021-03-02 15:05:00+05:30,2021-03-04 09:15:00+05:30,14887.55,15063.15,175.6,11414.0,1037614.5
SHORT,2021-03-04 09:15:00+05:30,2021-03-04 11:15:00+05:30,15063.15,15145.7,-82.55,-5365.75,1032248.75
LONG,2021-03-04 11:15:00+05:30,2021-03-04 13:55:00+05:30,15145.7,15118.3,-27.4,-1781.0,1030467.75
SHORT,2021-03-04 13:55:00+05:30,2021-03-08 09:15:00+05:30,15118.3,15042.2,76.1,4946.5,1035414.25
LONG,2021-03-08 09:15:00+05:30,2021-03-08 10:40:00+05:30,15042.2,14984.45,-57.75,-3753.75,1031660.5
SHORT,2021-03-08 10:40:00+05:30,2021-03-09 09:15:00+05:30,14984.45,15087.35,-102.9,-6688.5,1024972.0
LONG,2021-03-09 09:15:00+05:30,2021-03-09 12:25:00+05:30,15087.35,15026.4,-60.95,-3961.75,1021010.25
SHORT,2021-03-09 12:25:00+05:30,2021-03-09 14:45:00+05:30,15026.4,15032.5,-6.1,-396.5,1020613.75
LONG,2021-03-09 14:45:00+05:30,2021-03-10 12:15:00+05:30,15032.5,15104.3,71.8,4667.0,1025280.75
SHORT,2021-03-10 12:15:00+05:30,2021-03-10 14:05:00+05:30,15104.3,15179.45,-75.15,-4884.75,1020396.0
LONG,2021-03-10 14:05:00+05:30,2021-03-12 12:20:00+05:30,15179.45,15232.6,53.15,3454.75,1023850.75
SHORT,2021-03-12 12:20:00+05:30,2021-03-15 14:35:00+05:30,15232.6,14849.9,382.7,24875.5,1048726.25
LONG,2021-03-15 14:35:00+05:30,2021-03-16 13:10:00+05:30,14849.9,14938.1,88.2,5733.0,1054459.25
SHORT,2021-03-16 13:10:00+05:30,2021-03-17 11:25:00+05:30,14938.1,14931.85,6.25,406.25,1054865.5
LONG,2021-03-17 11:25:00+05:30,2021-03-17 12:05:00+05:30,14931.85,14864.75,-67.1,-4361.5,1050504.0
SHORT,2021-03-17 12:05:00+05:30,2021-03-18 09:15:00+05:30,14864.75,14838.35,26.4,1716.0,1052220.0
LONG,2021-03-18 09:15:00+05:30,2021-03-18 13:05:00+05:30,14838.35,14744.7,-93.65,-6087.25,1046132.75
SHORT,2021-03-18 13:05:00+05:30,2021-03-19 10:45:00+05:30,14744.7,14573.9,170.8,11102.0,1057234.75
LONG,2021-03-19 10:45:00+05:30,2021-03-22 12:20:00+05:30,14573.9,14647.85,73.95,4806.75,1062041.5
SHORT,2021-03-22 12:20:00+05:30,2021-03-22 14:05:00+05:30,14647.85,14700.95,-53.1,-3451.5,1058590.0
LONG,2021-03-22 14:05:00+05:30,2021-03-23 11:30:00+05:30,14700.95,14723.0,22.05,1433.25,1060023.25
SHORT,2021-03-23 11:30:00+05:30,2021-03-23 14:20:00+05:30,14723.0,14861.2,-138.2,-8983.0,1051040.25
LONG,2021-03-23 14:20:00+05:30,2021-03-24 09:15:00+05:30,14861.2,14724.75,-136.45,-8869.25,1042171.0
SHORT,2021-03-24 09:15:00+05:30,2021-03-25 13:35:00+05:30,14724.75,14371.9,352.85,22935.25,1065106.25
LONG,2021-03-25 13:35:00+05:30,2021-03-25 15:05:00+05:30,14371.9,14319.05,-52.85,-3435.25,1061671.0
SHORT,2021-03-25 15:05:00+05:30,2021-03-26 09:15:00+05:30,14319.05,14462.55,-143.5,-9327.5,1052343.5
LONG,2021-03-26 09:15:00+05:30,2021-03-30 12:05:00+05:30,14462.55,14713.4,250.85,16305.25,1068648.75
SHORT,2021-03-30 12:05:00+05:30,2021-03-30 13:25:00+05:30,14713.4,14789.95,-76.55,-4975.75,1063673.0
LONG,2021-03-30 13:25:00+05:30,2021-03-31 09:15:00+05:30,14789.95,14744.9,-45.05,-2928.25,1060744.75
SHORT,2021-03-31 09:15:00+05:30,2021-04-01 09:15:00+05:30,14744.9,14809.05,-64.15,-4169.75,1056575.0
LONG,2021-04-01 09:15:00+05:30,2021-04-05 09:15:00+05:30,14809.05,14760.95,-48.1,-3126.5,1053448.5
SHORT,2021-04-05 09:15:00+05:30,2021-04-05 13:40:00+05:30,14760.95,14628.6,132.35,8602.75,1062051.25
LONG,2021-04-05 13:40:00+05:30,2021-04-06 12:35:00+05:30,14628.6,14671.55,42.95,2791.75,1064843.0
SHORT,2021-04-06 12:35:00+05:30,2021-04-07 09:15:00+05:30,14671.55,14731.1,-59.55,-3870.75,1060972.25
LONG,2021-04-07 09:15:00+05:30,2021-04-07 13:20:00+05:30,14731.1,14813.75,82.65,5372.25,1066344.5
SHORT,2021-04-07 13:20:00+05:30,2021-04-08 09:15:00+05:30,14813.75,14928.4,-114.65,-7452.25,1058892.25
LONG,2021-04-08 09:15:00+05:30,2021-04-08 12:10:00+05:30,14928.4,14888.25,-40.15,-2609.75,1056282.5
SHORT,2021-04-08 12:10:00+05:30,2021-04-08 13:20:00+05:30,14888.25,14962.75,-74.5,-4842.5,1051440.0
LONG,2021-04-08 13:20:00+05:30,2021-04-08 14:30:00+05:30,14962.75,14882.45,-80.3,-5219.5,1046220.5
SHORT,2021-04-08 14:30:00+05:30,2021-04-13 09:20:00+05:30,14882.45,14374.35,508.1,33026.5,1079247.0
LONG,2021-04-13 09:20:00+05:30,2021-04-13 11:35:00+05:30,14374.35,14312.25,-62.1,-4036.5,1075210.5
SHORT,2021-04-13 11:35:00+05:30,2021-04-13 13:55:00+05:30,14312.25,14425.65,-113.4,-7371.0,1067839.5
LONG,2021-04-13 13:55:00+05:30,2021-04-15 09:50:00+05:30,14425.65,14434.15,8.5,552.5,1068392.0
SHORT,2021-04-15 09:50:00+05:30,2021-04-15 13:35:00+05:30,14434.15,14466.15,-32.0,-2080.0,1066312.0
LONG,2021-04-15 13:35:00+05:30,2021-04-16 15:10:00+05:30,14466.15,14619.0,152.85,9935.25,1076247.25
SHORT,2021-04-16 15:10:00+05:30,2021-04-19 13:55:00+05:30,14619.0,14354.05,264.95,17221.75,1093469.0
LONG,2021-04-19 13:55:00+05:30,2021-04-20 11:25:00+05:30,14354.05,14390.1,36.05,2343.25,1095812.25
SHORT,2021-04-20 11:25:00+05:30,2021-04-22 11:50:00+05:30,14390.1,14322.15,67.95,4416.75,1100229.0
LONG,2021-04-22 11:50:00+05:30,2021-04-23 12:20:00+05:30,14322.15,14373.95,51.8,3367.0,1103596.0
SHORT,2021-04-23 12:20:00+05:30,2021-04-26 09:15:00+05:30,14373.95,14460.75,-86.8,-5642.0,1097954.0
LONG,2021-04-26 09:15:00+05:30,2021-04-26 14:25:00+05:30,14460.75,14465.15,4.4,286.0,1098240.0
SHORT,2021-04-26 14:25:00+05:30,2021-04-27 09:15:00+05:30,14465.15,14539.05,-73.9,-4803.5,1093436.5
LONG,2021-04-27 09:15:00+05:30,2021-04-29 09:55:00+05:30,14539.05,14920.4,381.35,24787.75,1118224.25
SHORT,2021-04-29 09:55:00+05:30,2021-04-29 12:50:00+05:30,14920.4,14935.85,-15.45,-1004.25,1117220.0
LONG,2021-04-29 12:50:00+05:30,2021-04-29 14:00:00+05:30,14935.85,14875.2,-60.65,-3942.25,1113277.75
SHORT,2021-04-29 14:00:00+05:30,2021-05-03 14:25:00+05:30,14875.2,14609.55,265.65,17267.25,1130545.0
LONG,2021-05-03 14:25:00+05:30,2021-05-04 13:00:00+05:30,14609.55,14613.2,3.65,237.25,1130782.25
SHORT,2021-05-04 13:00:00+05:30,2021-05-05 10:40:00+05:30,14613.2,14590.5,22.7,1475.5,1132257.75
LONG,2021-05-05 10:40:00+05:30,2021-05-11 09:15:00+05:30,14590.5,14808.9,218.4,14196.0,1146453.75
SHORT,2021-05-11 09:15:00+05:30,2021-05-11 11:30:00+05:30,14808.9,14880.2,-71.3,-4634.5,1141819.25
LONG,2021-05-11 11:30:00+05:30,2021-05-11 13:00:00+05:30,14880.2,14850.05,-30.15,-1959.75,1139859.5
SHORT,2021-05-11 13:00:00+05:30,2021-05-12 12:25:00+05:30,14850.05,14770.9,79.15,5144.75,1145004.25
LONG,2021-05-12 12:25:00+05:30,2021-05-12 14:45:00+05:30,14770.9,14719.9,-51.0,-3315.0,1141689.25
SHORT,2021-05-12 14:45:00+05:30,2021-05-14 13:30:00+05:30,14719.9,14691.0,28.9,1878.5,1143567.75
LONG,2021-05-14 13:30:00+05:30,2021-05-19 10:20:00+05:30,14691.0,15082.45,391.45,25444.25,1169012.0
SHORT,2021-05-19 10:20:00+05:30,2021-05-21 09:15:00+05:30,15082.45,15011.9,70.55,4585.75,1173597.75
LONG,2021-05-21 09:15:00+05:30,2021-05-24 09:55:00+05:30,15011.9,15174.6,162.7,10575.5,1184173.25
SHORT,2021-05-24 09:55:00+05:30,2021-05-24 14:45:00+05:30,15174.6,15242.3,-67.7,-4400.5,1179772.75
LONG,2021-05-24 14:45:00+05:30,2021-05-24 15:15:00+05:30,15242.3,15190.85,-51.45,-3344.25,1176428.5
SHORT,2021-05-24 15:15:00+05:30,2021-05-25 09:15:00+05:30,15190.85,15268.0,-77.15,-5014.75,1171413.75
LONG,2021-05-25 09:15:00+05:30,2021-05-25 13:35:00+05:30,15268.0,15213.15,-54.85,-3565.25,1167848.5
SHORT,2021-05-25 13:35:00+05:30,2021-05-26 09:55:00+05:30,15213.15,15241.15,-28.0,-1820.0,1166028.5
LONG,2021-05-26 09:55:00+05:30,2021-05-27 14:10:00+05:30,15241.15,15302.35,61.2,3978.0,1170006.5
SHORT,2021-05-27 14:10:00+05:30,2021-05-27 15:25:00+05:30,15302.35,15370.15,-67.8,-4407.0,1165599.5
LONG,2021-05-27 15:25:00+05:30,2021-05-31 09:25:00+05:30,15370.15,15393.8,23.65,1537.25,1167136.75
SHORT,2021-05-31 09:25:00+05:30,2021-05-31 09:50:00+05:30,15393.8,15463.4,-69.6,-4524.0,1162612.75
LONG,2021-05-31 09:50:00+05:30,2021-06-01 10:15:00+05:30,15463.4,15568.25,104.85,6815.25,1169428.0
SHORT,2021-06-01 10:15:00+05:30,2021-06-01 13:50:00+05:30,15568.25,15613.2,-44.95,-2921.75,1166506.25
LONG,2021-06-01 13:50:00+05:30,2021-06-01 14:00:00+05:30,15613.2,15549.7,-63.5,-4127.5,1162378.75
SHORT,2021-06-01 14:00:00+05:30,2021-06-02 14:20:00+05:30,15549.7,15509.8,39.9,2593.5,1164972.25
LONG,2021-06-02 14:20:00+05:30,2021-06-03 13:20:00+05:30,15509.8,15620.9,111.1,7221.5,1172193.75
SHORT,2021-06-03 13:20:00+05:30,2021-06-03 14:10:00+05:30,15620.9,15670.35,-49.45,-3214.25,1168979.5
LONG,2021-06-03 14:10:00+05:30,2021-06-04 11:10:00+05:30,15670.35,15670.4,0.05,3.25,1168982.75
SHORT,2021-06-04 11:10:00+05:30,2021-06-07 09:15:00+05:30,15670.4,15708.85,-38.45,-2499.25,1166483.5
LONG,2021-06-07 09:15:00+05:30,2021-06-08 09:40:00+05:30,15708.85,15711.85,3.0,195.0,1166678.5
SHORT,2021-06-08 09:40:00+05:30,2021-06-08 13:30:00+05:30,15711.85,15752.6,-40.75,-2648.75,1164029.75
LONG,2021-06-08 13:30:00+05:30,2021-06-09 13:05:00+05:30,15752.6,15741.2,-11.4,-741.0,1163288.75
SHORT,2021-06-09 13:05:00+05:30,2021-06-10 09:30:00+05:30,15741.2,15697.7,43.5,2827.5,1166116.25
LONG,2021-06-10 09:30:00+05:30,2021-06-11 12:10:00+05:30,15697.7,15755.15,57.45,3734.25,1169850.5
