Exit Time,Cumulative PnL INR
2022-10-14 12:50:00+05:30,1434446.0
2022-10-17 10:15:00+05:30,1437351.5
2022-10-18 14:35:00+05:30,1451190.0
2022-10-19 09:15:00+05:30,1444098.5
2022-10-19 12:30:00+05:30,1442249.25
2022-10-20 14:35:00+05:30,1441618.75
2022-10-21 13:35:00+05:30,1446266.25
2022-10-24 18:15:00+05:30,1436223.75
2022-10-25 11:10:00+05:30,1430679.25
2022-10-25 14:00:00+05:30,1428846.25
2022-10-25 15:00:00+05:30,1426064.25
2022-10-27 09:15:00+05:30,1420380.0
2022-10-27 12:20:00+05:30,1415976.25
2022-10-27 15:00:00+05:30,1414159.5
2022-10-28 12:50:00+05:30,1416174.5
2022-10-28 15:05:00+05:30,1413678.5
2022-11-01 12:35:00+05:30,1434943.25
2022-11-01 14:45:00+05:30,1433214.25
2022-11-02 12:15:00+05:30,1429499.5
2022-11-03 10:10:00+05:30,1429554.75
2022-11-03 12:30:00+05:30,1426087.0
2022-11-03 15:00:00+05:30,1424166.25
2022-11-07 10:15:00+05:30,1429346.75
2022-11-07 14:05:00+05:30,1429821.25
2022-11-09 12:25:00+05:30,1432674.75
2022-11-10 15:05:00+05:30,1442031.5
2022-11-14 12:35:00+05:30,1461125.25
2022-11-14 13:35:00+05:30,1458694.25
2022-11-14 15:20:00+05:30,1456221.0
2022-11-15 12:35:00+05:30,1455912.25
2022-11-16 09:25:00+05:30,1458561.0
2022-11-16 10:55:00+05:30,1454176.75
2022-11-16 14:10:00+05:30,1450923.5
2022-11-16 15:05:00+05:30,1448668.0
2022-11-17 11:15:00+05:30,1444339.0
2022-11-17 13:30:00+05:30,1441384.75
2022-11-17 15:10:00+05:30,1436428.5
2022-11-18 14:50:00+05:30,1440175.75
2022-11-21 09:15:00+05:30,1436656.0
2022-11-22 09:40:00+05:30,1438810.75
2022-11-23 15:05:00+05:30,1444423.5
2022-11-24 09:20:00+05:30,1441804.0
2022-11-25 09:40:00+05:30,1451560.5
2022-11-25 13:50:00+05:30,1448336.5
2022-11-28 15:05:00+05:30,1452191.0
2022-11-29 09:15:00+05:30,1449519.5
2022-11-29 14:35:00+05:30,1451095.75
2022-11-30 09:15:00+05:30,1448122.0
2022-12-01 13:25:00+05:30,1457293.5
2022-12-02 13:45:00+05:30,1465314.5
2022-12-05 09:25:00+05:30,1462789.25
2022-12-05 12:10:00+05:30,1461889.0
2022-12-05 13:30:00+05:30,1460949.75
2022-12-05 15:05:00+05:30,1457927.25
2022-12-06 09:15:00+05:30,1452551.75
2022-12-06 13:45:00+05:30,1451729.5
2022-12-07 10:50:00+05:30,1448482.75
2022-12-08 09:55:00+05:30,1446610.75
2022-12-09 10:20:00+05:30,1445232.75
2022-12-09 15:05:00+05:30,1451092.5
2022-12-12 09:15:00+05:30,1443321.75
2022-12-12 09:40:00+05:30,1437488.0
2022-12-12 13:25:00+05:30,1436477.25
2022-12-12 15:00:00+05:30,1434007.25
2022-12-14 13:35:00+05:30,1445024.75
2022-12-16 09:30:00+05:30,1459409.25
2022-12-16 10:45:00+05:30,1449363.5
2022-12-16 12:20:00+05:30,1444010.75
2022-12-16 13:50:00+05:30,1440985.0
2022-12-19 10:15:00+05:30,1439158.5
2022-12-19 13:05:00+05:30,1437969.0
2022-12-19 14:35:00+05:30,1433779.75
2022-12-20 09:15:00+05:30,1429288.25
2022-12-20 12:20:00+05:30,1433129.75
2022-12-21 10:20:00+05:30,1439295.0
2022-12-22 14:00:00+05:30,1451944.0
2022-12-23 09:15:00+05:30,1441609.0
2022-12-26 09:25:00+05:30,1448261.75
2022-12-26 15:10:00+05:30,1454154.0
2022-12-27 09:15:00+05:30,1446487.25
2022-12-27 09:40:00+05:30,1438892.0
2022-12-27 13:45:00+05:30,1432606.5
2022-12-28 15:20:00+05:30,1433734.25
2022-12-29 13:40:00+05:30,1436802.25
2022-12-30 13:50:00+05:30,1444274.0
2023-01-02 14:50:00+05:30,1443104.0
2023-01-03 12:15:00+05:30,1442441.0
2023-01-03 14:20:00+05:30,1439564.75
2023-01-04 09:35:00+05:30,1435947.5
2023-01-04 13:50:00+05:30,1439701.25
2023-01-04 14:40:00+05:30,1436626.75
2023-01-05 09:30:00+05:30,1433971.5
2023-01-05 11:50:00+05:30,1425723.0
2023-01-05 15:00:00+05:30,1425635.25
2023-01-06 10:35:00+05:30,1422102.5
2023-01-09 09:15:00+05:30,1419557.75
2023-01-09 13:15:00+05:30,1425827.0
2023-01-09 14:30:00+05:30,1425476.0
2023-01-10 09:25:00+05:30,1422697.25
2023-01-11 10:10:00+05:30,1427328.5
2023-01-12 10:00:00+05:30,1420789.5
2023-01-12 14:15:00+05:30,1421556.5
2023-01-13 09:20:00+05:30,1418475.5
2023-01-13 12:20:00+05:30,1412268.0
2023-01-16 11:15:00+05:30,1414975.25
2023-01-16 13:30:00+05:30,1414718.5
2023-01-16 13:55:00+05:30,1410233.5
2023-01-17 09:25:00+05:30,1405251.25
2023-01-17 13:05:00+05:30,1405540.5
2023-01-17 13:50:00+05:30,1403116.0
2023-01-19 09:15:00+05:30,1411520.5
2023-01-19 11:00:00+05:30,1409690.75
2023-01-19 14:30:00+05:30,1406135.25
2023-01-23 09:15:00+05:30,1405270.75
2023-01-23 12:40:00+05:30,1405014.0
2023-01-23 14:05:00+05:30,1403307.75
2023-01-24 12:25:00+05:30,1402986.0
2023-01-25 14:05:00+05:30,1414510.5
2023-01-25 15:00:00+05:30,1410168.5
2023-01-27 15:15:00+05:30,1426857.25
2023-01-30 09:15:00+05:30,1416863.5
2023-01-30 09:25:00+05:30,1403164.75
2023-01-30 12:45:00+05:30,1392829.75
2023-01-30 14:10:00+05:30,1391624.0
2023-02-01 13:25:00+05:30,1409265.0
2023-02-01 15:05:00+05:30,1418283.75
2023-02-06 09:25:00+05:30,1423620.25
2023-02-07 09:15:00+05:30,1421085.25
2023-02-07 12:10:00+05:30,1416753.0
2023-02-07 13:30:00+05:30,1417052.0
2023-02-09 09:25:00+05:30,1423321.25
2023-02-09 10:20:00+05:30,1419505.75
2023-02-10 09:15:00+05:30,1417585.0
2023-02-13 09:15:00+05:30,1415846.25
2023-02-13 09:50:00+05:30,1410932.25
2023-02-13 14:30:00+05:30,1411254.0
2023-02-15 09:15:00+05:30,1417737.75
2023-02-15 10:10:00+05:30,1415602.5
2023-02-16 12:35:00+05:30,1424731.75
2023-02-20 09:20:00+05:30,1431056.25
2023-02-20 12:35:00+05:30,1427117.25
2023-02-21 10:10:00+05:30,1427263.5
2023-02-21 12:15:00+05:30,1423695.0
2023-02-21 14:00:00+05:30,1421296.5
2023-02-21 14:25:00+05:30,1417279.5
2023-02-23 09:55:00+05:30,1434407.0
2023-02-23 15:00:00+05:30,1429925.25
